order_id,customer_id,product_id,order_date,order_timestamp,quantity,unit_price,discount_amount,order_status,payment_method,_ingestion_timestamp
ORD-00033,CUST-1076,PROD-108,2024-03-19,2024-03-19 17:00:00,4,237.78,25,SHIPPED,PayPal,2024-03-19 20:23:00
ORD-00034,CUST-1073,PROD-119,2024-01-12,2024-01-12 08:00:00,4,129.48,5,DELIVERED,Debit_Card,2024-01-12 11:50:00
ORD-00035,CUST-1046,PROD-125,2024-01-04,2024-01-04 15:00:00,3,99.09,0,SHIPPED,Debit_Card,2024-01-04 18:42:00
ORD-00036,CUST-1025,PROD-102,2024-02-05,2024-02-05 19:00:00,3,282.33,10,CONFIRMED,bank_transfer,2024-02-05 22:04:00
ORD-00037,CUST-1092,PROD-115,2024-03-03,2024-03-03 17:00:00,2,348.39,25,DELIVERED,credit_card,2024-03-03 20:19:00
ORD-00038,CUST-1085,PROD-118,2024-01-12,2024-01-12 09:00:00,4,348.97,0,SHIPPED,bank_transfer,2024-01-12 10:01:00
ORD-00039,CUST-1043,PROD-111,2024-03-11,2024-03-11 16:00:00,4,498.34,10,DELIVERED,Debit_Card,2024-03-11 17:33:00
ORD-00040,CUST-1016,PROD-123,2024-02-09,2024-02-09 08:00:00,1,363.42,0,CANCELLED,PayPal,2024-02-09 09:04:00
ORD-00041,CUST-1098,PROD-116,2024-01-25,2024-01-25 06:00:00,4,145.47,10,CANCELLED,Debit_Card,2024-01-25 09:14:00
ORD-00042,CUST-1002,PROD-122,2024-01-13,2024-01-13 06:00:00,2,186.82,0,CANCELLED,PayPal,2024-01-13 07:20:00
ORD-00043,CUST-1082,PROD-127,2024-02-05,2024-02-05 01:00:00,5,153.14,0,DELIVERED,credit_card,2024-02-05 01:18:00
ORD-00044,CUST-1024,PROD-101,2024-01-02,2024-01-02 18:00:00,4,244.56,0,SHIPPED,bank_transfer,2024-01-02 19:17:00
ORD-00045,CUST-1088,PROD-101,2024-01-15,2024-01-15 02:00:00,4,46.29,25,CONFIRMED,PayPal,2024-01-15 03:47:00
ORD-00046,CUST-1078,PROD-119,2024-03-13,2024-03-13 09:00:00,2,68.03,5,CANCELLED,PayPal,2024-03-13 09:26:00
ORD-00047,CUST-1055,PROD-109,2024-03-07,2024-03-07 12:00:00,4,155.69,10,CANCELLED,credit_card,2024-03-07 14:00:00
ORD-00048,CUST-1085,PROD-102,2024-03-19,2024-03-19 23:00:00,2,316.49,0,CONFIRMED,PayPal,2024-03-19 23:30:00
ORD-00049,CUST-1089,PROD-119,2024-01-23,2024-01-23 17:00:00,2,11.3,5,DELIVERED,Debit_Card,2024-01-23 17:24:00
ORD-00050,CUST-1010,PROD-121,2024-01-05,2024-01-05 07:00:00,3,354.45,5,CONFIRMED,Debit_Card,2024-01-05 08:18:00
ORD-00051,CUST-1029,PROD-120,2024-03-21,2024-03-21 18:00:00,2,218.31,10,CONFIRMED,Debit_Card,2024-03-21 20:54:00
ORD-00052,CUST-1096,PROD-126,2024-01-19,2024-01-19 02:00:00,2,398.38,10,CANCELLED,Debit_Card,2024-01-19 02:20:00
ORD-00053,CUST-1065,PROD-117,2024-02-26,2024-02-26 03:00:00,3,352.86,0,DELIVERED,bank_transfer,2024-02-26 05:04:00
ORD-00054,CUST-1033,PROD-100,2024-01-11,2024-01-11 19:00:00,4,369.91,10,PENDING,PayPal,2024-01-11 19:15:00
ORD-00055,CUST-1035,PROD-118,2024-03-27,2024-03-27 18:00:00,1,499.78,25,PENDING,PayPal,2024-03-27 20:35:00
ORD-00056,CUST-1075,PROD-113,2024-03-01,2024-03-01 16:00:00,4,458.87,0,DELIVERED,credit_card,2024-03-01 18:51:00
ORD-00057,CUST-1021,PROD-110,2024-03-01,2024-03-01 11:00:00,3,167.31,0,DELIVERED,bank_transfer,2024-03-01 12:49:00
ORD-00058,CUST-1041,PROD-108,2024-02-06,2024-02-06 21:00:00,5,27.97,0,SHIPPED,credit_card,2024-02-06 22:47:00
ORD-00059,CUST-1060,PROD-113,2024-02-21,2024-02-21 16:00:00,1,332.24,10,PENDING,PayPal,2024-02-21 19:36:00
ORD-00060,CUST-1027,PROD-108,2024-03-07,2024-03-07 11:00:00,4,316.44,0,CANCELLED,PayPal,2024-03-07 13:44:00
ORD-00061,CUST-1078,PROD-125,2024-02-06,2024-02-06 14:00:00,4,69.49,25,CONFIRMED,PayPal,2024-02-06 17:50:00
ORD-00062,CUST-1015,PROD-114,2024-02-09,2024-02-09 17:00:00,5,209.91,0,PENDING,PayPal,2024-02-09 17:08:00
ORD-00063,CUST-1062,PROD-115,2024-03-04,2024-03-04 22:00:00,5,355.64,5,CONFIRMED,bank_transfer,2024-03-04 23:19:00
ORD-00064,CUST-1096,PROD-128,2024-03-11,2024-03-11 04:00:00,2,461.71,10,CONFIRMED,credit_card,2024-03-11 05:43:00
ORD-00065,CUST-1037,PROD-123,2024-02-05,2024-02-05 13:00:00,5,140.9,0,SHIPPED,bank_transfer,2024-02-05 14:32:00
ORD-00066,CUST-1098,PROD-117,2024-01-20,2024-01-20 14:00:00,4,179.1,10,DELIVERED,bank_transfer,2024-01-20 16:22:00
ORD-00067,CUST-1100,PROD-113,2024-02-11,2024-02-11 06:00:00,2,290.17,0,PENDING,Debit_Card,2024-02-11 09:03:00
ORD-00068,CUST-1084,PROD-104,2024-03-01,2024-03-01 22:00:00,4,199.17,25,DELIVERED,credit_card,2024-03-02 01:58:00
ORD-00069,CUST-1013,PROD-116,2024-01-17,2024-01-17 16:00:00,3,436.14,5,DELIVERED,credit_card,2024-01-17 18:36:00
ORD-00070,CUST-1044,PROD-119,2024-01-19,2024-01-19 13:00:00,2,46.66,0,DELIVERED,credit_card,2024-01-19 16:47:00
ORD-00071,CUST-1081,PROD-122,2024-02-12,2024-02-12 21:00:00,5,196.19,0,DELIVERED,credit_card,2024-02-13 00:44:00
ORD-00072,CUST-1012,PROD-113,2024-03-20,2024-03-20 02:00:00,3,498.73,25,PENDING,credit_card,2024-03-20 03:05:00
ORD-00073,CUST-1042,PROD-125,2024-02-26,2024-02-26 05:00:00,3,452.67,0,PENDING,Debit_Card,2024-02-26 08:02:00
ORD-00074,CUST-1073,PROD-121,2024-02-15,2024-02-15 11:00:00,2,129.65,5,CONFIRMED,PayPal,2024-02-15 12:55:00
ORD-00075,CUST-1064,PROD-129,2024-01-23,2024-01-23 02:00:00,4,313.65,0,CANCELLED,PayPal,2024-01-23 04:41:00
ORD-00076,CUST-1002,PROD-128,2024-01-30,2024-01-30 14:00:00,3,235.18,25,DELIVERED,Debit_Card,2024-01-30 16:48:00
ORD-00077,CUST-1076,PROD-109,2024-03-27,2024-03-27 17:00:00,1,226.44,0,DELIVERED,Debit_Card,2024-03-27 17:45:00
ORD-00078,CUST-1031,PROD-112,2024-02-28,2024-02-28 09:00:00,4,428.12,0,CANCELLED,Debit_Card,2024-02-28 09:55:00
ORD-00079,CUST-1051,PROD-108,2024-03-14,2024-03-14 09:00:00,3,20.74,25,PENDING,credit_card,2024-03-14 12:04:00
ORD-00080,CUST-1078,PROD-125,2024-03-18,2024-03-18 23:00:00,3,390.1,0,SHIPPED,PayPal,2024-03-19 01:12:00
ORD-00081,CUST-1099,PROD-121,2024-03-22,2024-03-22 06:00:00,3,342.09,25,CONFIRMED,credit_card,2024-03-22 08:43:00
ORD-00082,CUST-1075,PROD-111,2024-03-21,2024-03-21 20:00:00,3,396.41,0,CONFIRMED,credit_card,2024-03-21 20:15:00
ORD-00083,CUST-1070,PROD-128,2024-02-07,2024-02-07 10:00:00,4,96.05,0,SHIPPED,Debit_Card,2024-02-07 13:16:00
ORD-00084,CUST-1096,PROD-127,2024-01-22,2024-01-22 08:00:00,4,484.01,0,SHIPPED,credit_card,2024-01-22 11:58:00
ORD-00085,CUST-1087,PROD-112,2024-02-29,2024-02-29 02:00:00,2,431.46,25,CANCELLED,Debit_Card,2024-02-29 02:41:00
ORD-00086,CUST-1048,PROD-121,2024-01-12,2024-01-12 12:00:00,3,272.91,5,SHIPPED,bank_transfer,2024-01-12 12:08:00
ORD-00087,CUST-1072,PROD-110,2024-03-22,2024-03-22 11:00:00,2,241.01,10,CANCELLED,PayPal,2024-03-22 11:32:00
ORD-00088,CUST-1084,PROD-113,2024-03-23,2024-03-23 02:00:00,4,455.59,0,PENDING,PayPal,2024-03-23 04:47:00
ORD-00089,CUST-1069,PROD-104,2024-01-06,2024-01-06 01:00:00,4,66.89,0,DELIVERED,bank_transfer,2024-01-06 02:22:00
ORD-00090,CUST-1094,PROD-104,2024-02-17,2024-02-17 21:00:00,5,215.36,25,DELIVERED,credit_card,2024-02-18 00:15:00
ORD-00091,CUST-1028,PROD-114,2024-03-03,2024-03-03 19:00:00,3,26.02,0,DELIVERED,PayPal,2024-03-03 20:49:00
ORD-00092,CUST-1046,PROD-101,2024-02-16,2024-02-16 03:00:00,3,276.78,25,DELIVERED,Debit_Card,2024-02-16 06:00:00
ORD-00093,CUST-1083,PROD-120,2024-01-25,2024-01-25 03:00:00,4,54.91,0,CANCELLED,credit_card,2024-01-25 06:42:00
ORD-00094,CUST-1009,PROD-126,2024-01-07,2024-01-07 10:00:00,2,395.61,0,CANCELLED,PayPal,2024-01-07 11:07:00
ORD-00095,CUST-1077,PROD-100,2024-03-16,2024-03-16 06:00:00,2,170.98,0,SHIPPED,PayPal,2024-03-16 09:33:00
ORD-00096,CUST-1017,PROD-100,2024-01-17,2024-01-17 17:00:00,2,63.85,0,SHIPPED,PayPal,2024-01-17 18:09:00
ORD-00097,CUST-1095,PROD-113,2024-03-16,2024-03-16 10:00:00,2,140.02,0,CANCELLED,credit_card,2024-03-16 10:09:00
ORD-00098,CUST-1058,PROD-116,2024-01-09,2024-01-09 15:00:00,3,261.48,0,CONFIRMED,credit_card,2024-01-09 16:59:00
ORD-00099,CUST-1008,PROD-115,2024-03-25,2024-03-25 16:00:00,4,325.23,0,DELIVERED,bank_transfer,2024-03-25 17:22:00
ORD-00100,CUST-1042,PROD-119,2024-03-28,2024-03-28 03:00:00,4,46.0,0,CONFIRMED,credit_card,2024-03-28 05:10:00
ORD-00101,CUST-1049,PROD-119,2024-01-17,2024-01-17 08:00:00,5,278.68,0,CANCELLED,Debit_Card,2024-01-17 10:44:00
ORD-00102,CUST-1015,PROD-127,2024-02-28,2024-02-28 16:00:00,4,58.59,25,CANCELLED,PayPal,2024-02-28 18:39:00
ORD-00103,CUST-1052,PROD-113,2024-02-25,2024-02-25 14:00:00,2,212.76,5,PENDING,Debit_Card,2024-02-25 17:52:00
ORD-00104,CUST-1088,PROD-129,2024-02-24,2024-02-24 10:00:00,3,193.4,0,DELIVERED,credit_card,2024-02-24 12:55:00
ORD-00105,CUST-1048,PROD-125,2024-01-12,2024-01-12 02:00:00,4,57.31,25,CONFIRMED,credit_card,2024-01-12 02:28:00
ORD-00106,CUST-1046,PROD-127,2024-03-16,2024-03-16 17:00:00,3,338.3,5,DELIVERED,credit_card,2024-03-16 19:28:00
ORD-00107,CUST-1028,PROD-104,2024-02-06,2024-02-06 19:00:00,3,60.75,10,DELIVERED,PayPal,2024-02-06 20:24:00
ORD-00108,CUST-1074,PROD-107,2024-01-14,2024-01-14 11:00:00,5,190.09,0,DELIVERED,credit_card,2024-01-14 14:41:00
ORD-00109,CUST-1090,PROD-124,2024-03-18,2024-03-18 21:00:00,3,24.18,0,SHIPPED,Debit_Card,2024-03-19 00:37:00
ORD-00110,CUST-1009,PROD-104,2024-02-14,2024-02-14 00:00:00,2,287.49,5,PENDING,credit_card,2024-02-14 00:51:00
ORD-00111,CUST-1048,PROD-109,2024-03-08,2024-03-08 06:00:00,4,232.28,0,SHIPPED,credit_card,2024-03-08 07:41:00
ORD-00112,CUST-1035,PROD-114,2024-01-07,2024-01-07 04:00:00,5,34.37,0,DELIVERED,bank_transfer,2024-01-07 04:45:00
ORD-00113,CUST-1015,PROD-111,2024-03-18,2024-03-18 14:00:00,3,115.62,10,DELIVERED,credit_card,2024-03-18 15:51:00
ORD-00114,CUST-1040,PROD-101,2024-02-06,2024-02-06 21:00:00,5,248.44,25,CONFIRMED,bank_transfer,2024-02-06 23:58:00
ORD-00115,CUST-1099,PROD-104,2024-03-17,2024-03-17 01:00:00,2,157.69,0,SHIPPED,Debit_Card,2024-03-17 01:06:00
ORD-00116,CUST-1017,PROD-112,2024-02-11,2024-02-11 03:00:00,4,376.03,0,CANCELLED,PayPal,2024-02-11 03:06:00
ORD-00117,CUST-1006,PROD-113,2024-03-05,2024-03-05 17:00:00,3,45.31,25,PENDING,bank_transfer,2024-03-05 20:38:00
ORD-00118,CUST-1082,PROD-113,2024-01-10,2024-01-10 10:00:00,4,290.96,25,SHIPPED,credit_card,2024-01-10 12:32:00
ORD-00119,CUST-1059,PROD-126,2024-02-21,2024-02-21 00:00:00,2,402.64,10,SHIPPED,credit_card,2024-02-21 01:28:00
ORD-00120,CUST-1011,PROD-112,2024-02-25,2024-02-25 03:00:00,4,298.54,10,SHIPPED,Debit_Card,2024-02-25 04:07:00
ORD-00121,CUST-1015,PROD-116,2024-01-29,2024-01-29 10:00:00,2,47.42,25,CANCELLED,PayPal,2024-01-29 13:24:00
ORD-00122,CUST-1033,PROD-106,2024-02-14,2024-02-14 11:00:00,2,125.76,0,CONFIRMED,PayPal,2024-02-14 14:11:00
ORD-00123,CUST-1098,PROD-118,2024-03-24,2024-03-24 02:00:00,4,237.33,10,DELIVERED,Debit_Card,2024-03-24 02:50:00
ORD-00124,CUST-1081,PROD-109,2024-03-21,2024-03-21 10:00:00,4,43.45,5,SHIPPED,credit_card,2024-03-21 10:43:00
ORD-00125,CUST-1008,PROD-111,2024-02-15,2024-02-15 16:00:00,3,236.24,0,SHIPPED,credit_card,2024-02-15 16:23:00
ORD-00126,CUST-1075,PROD-117,2024-03-23,2024-03-23 02:00:00,5,258.45,5,PENDING,bank_transfer,2024-03-23 04:42:00
ORD-00127,CUST-1020,PROD-101,2024-03-14,2024-03-14 20:00:00,3,306.44,10,DELIVERED,credit_card,2024-03-14 20:53:00
ORD-00128,CUST-1032,PROD-122,2024-02-13,2024-02-13 22:00:00,5,326.59,0,DELIVERED,bank_transfer,2024-02-13 22:26:00
ORD-00129,CUST-1050,PROD-113,2024-03-08,2024-03-08 16:00:00,2,188.3,0,SHIPPED,credit_card,2024-03-08 18:41:00
ORD-00130,CUST-1087,PROD-112,2024-03-21,2024-03-21 20:00:00,1,171.54,10,SHIPPED,Debit_Card,2024-03-21 21:30:00
ORD-00131,CUST-1085,PROD-104,2024-03-25,2024-03-25 19:00:00,2,173.34,10,SHIPPED,Debit_Card,2024-03-25 22:48:00
ORD-00132,CUST-1011,PROD-109,2024-03-24,2024-03-24 22:00:00,4,73.18,25,CANCELLED,bank_transfer,2024-03-25 00:54:00
ORD-00133,CUST-1088,PROD-129,2024-03-23,2024-03-23 10:00:00,2,338.35,25,CANCELLED,credit_card,2024-03-23 13:33:00
ORD-00134,CUST-1040,PROD-105,2024-03-23,2024-03-23 21:00:00,5,187.29,0,CONFIRMED,Debit_Card,2024-03-23 22:53:00
ORD-00135,CUST-1013,PROD-116,2024-03-03,2024-03-03 06:00:00,2,85.91,0,CANCELLED,credit_card,2024-03-03 07:02:00
ORD-00136,CUST-1020,PROD-105,2024-03-25,2024-03-25 10:00:00,5,74.2,5,CONFIRMED,PayPal,2024-03-25 13:49:00
ORD-00137,CUST-1057,PROD-119,2024-02-26,2024-02-26 01:00:00,3,341.41,0,SHIPPED,bank_transfer,2024-02-26 02:50:00
ORD-00138,CUST-1025,PROD-111,2024-01-30,2024-01-30 17:00:00,3,483.13,5,CANCELLED,bank_transfer,2024-01-30 18:06:00
ORD-00139,CUST-1021,PROD-126,2024-02-29,2024-02-29 09:00:00,4,256.41,5,CONFIRMED,PayPal,2024-02-29 12:24:00
ORD-00140,CUST-1014,PROD-122,2024-02-02,2024-02-02 01:00:00,4,438.31,10,CANCELLED,credit_card,2024-02-02 03:49:00
ORD-00141,CUST-1019,PROD-126,2024-02-06,2024-02-06 02:00:00,2,143.66,10,DELIVERED,credit_card,2024-02-06 05:20:00
ORD-00142,CUST-1007,PROD-112,2024-01-29,2024-01-29 14:00:00,3,465.92,5,CANCELLED,Debit_Card,2024-01-29 17:51:00
ORD-00143,CUST-1013,PROD-126,2024-01-31,2024-01-31 12:00:00,3,120.01,0,SHIPPED,PayPal,2024-01-31 12:25:00
ORD-00144,CUST-1098,PROD-122,2024-01-18,2024-01-18 01:00:00,4,351.07,0,DELIVERED,bank_transfer,2024-01-18 02:18:00
ORD-00145,CUST-1020,PROD-117,2024-03-19,2024-03-19 00:00:00,1,19.3,0,CANCELLED,bank_transfer,2024-03-19 03:56:00
ORD-00146,CUST-1054,PROD-120,2024-01-15,2024-01-15 09:00:00,3,69.7,0,CANCELLED,bank_transfer,2024-01-15 10:05:00
ORD-00147,CUST-1081,PROD-116,2024-01-09,2024-01-09 03:00:00,4,302.39,0,CANCELLED,PayPal,2024-01-09 06:39:00
ORD-00148,CUST-1074,PROD-113,2024-01-19,2024-01-19 09:00:00,1,311.25,0,CONFIRMED,credit_card,2024-01-19 10:54:00
ORD-00149,CUST-1071,PROD-100,2024-03-08,2024-03-08 11:00:00,5,276.59,10,DELIVERED,bank_transfer,2024-03-08 11:22:00
ORD-00150,CUST-1046,PROD-125,2024-01-06,2024-01-06 20:00:00,3,134.28,0,PENDING,Debit_Card,2024-01-06 21:44:00
ORD-00151,CUST-1097,PROD-110,2024-01-31,2024-01-31 23:00:00,1,388.03,25,CONFIRMED,credit_card,2024-02-01 01:53:00
ORD-00152,CUST-1060,PROD-122,2024-02-15,2024-02-15 17:00:00,2,416.88,25,DELIVERED,PayPal,2024-02-15 18:31:00
ORD-00153,CUST-1006,PROD-125,2024-01-18,2024-01-18 02:00:00,4,28.11,0,CONFIRMED,credit_card,2024-01-18 05:08:00
ORD-00154,CUST-1061,PROD-108,2024-02-10,2024-02-10 09:00:00,4,494.66,10,PENDING,PayPal,2024-02-10 11:16:00
ORD-00155,CUST-1035,PROD-103,2024-02-06,2024-02-06 11:00:00,1,434.23,0,SHIPPED,bank_transfer,2024-02-06 14:45:00
ORD-00156,CUST-1064,PROD-122,2024-02-21,2024-02-21 23:00:00,4,176.12,0,DELIVERED,Debit_Card,2024-02-22 00:57:00
ORD-00157,CUST-1056,PROD-119,2024-03-07,2024-03-07 08:00:00,1,366.26,0,CONFIRMED,Debit_Card,2024-03-07 11:30:00
ORD-00158,CUST-1058,PROD-119,2024-02-11,2024-02-11 03:00:00,3,333.84,0,DELIVERED,PayPal,2024-02-11 03:25:00
ORD-00159,CUST-1079,PROD-113,2024-03-29,2024-03-29 14:00:00,4,30.74,0,SHIPPED,credit_card,2024-03-29 15:34:00
ORD-00160,CUST-1087,PROD-105,2024-01-10,2024-01-10 21:00:00,4,188.01,25,PENDING,PayPal,2024-01-10 23:48:00
ORD-00161,CUST-1031,PROD-124,2024-03-18,2024-03-18 21:00:00,4,27.04,0,SHIPPED,Debit_Card,2024-03-19 00:25:00
ORD-00162,CUST-1048,PROD-111,2024-02-19,2024-02-19 18:00:00,5,85.17,5,DELIVERED,credit_card,2024-02-19 18:13:00
ORD-00163,CUST-1036,PROD-107,2024-03-14,2024-03-14 04:00:00,3,205.03,25,PENDING,credit_card,2024-03-14 06:20:00
ORD-00164,CUST-1034,PROD-124,2024-01-24,2024-01-24 15:00:00,4,457.63,0,SHIPPED,bank_transfer,2024-01-24 17:17:00
ORD-00165,CUST-1010,PROD-114,2024-01-28,2024-01-28 19:00:00,4,108.08,0,CONFIRMED,bank_transfer,2024-01-28 20:18:00
ORD-00166,CUST-1009,PROD-117,2024-01-12,2024-01-12 21:00:00,3,337.23,25,CANCELLED,Debit_Card,2024-01-13 00:41:00
ORD-00167,CUST-1029,PROD-103,2024-02-08,2024-02-08 05:00:00,2,398.9,10,CONFIRMED,PayPal,2024-02-08 08:07:00
ORD-00168,CUST-1060,PROD-125,2024-01-31,2024-01-31 15:00:00,3,281.46,0,CANCELLED,PayPal,2024-01-31 15:11:00
ORD-00169,CUST-1093,PROD-115,2024-03-19,2024-03-19 02:00:00,3,205.09,25,CANCELLED,bank_transfer,2024-03-19 02:21:00
ORD-00170,CUST-1010,PROD-114,2024-02-22,2024-02-22 18:00:00,2,486.46,25,DELIVERED,Debit_Card,2024-02-22 18:23:00
ORD-00171,CUST-1056,PROD-116,2024-01-17,2024-01-17 17:00:00,5,99.15,0,PENDING,credit_card,2024-01-17 19:48:00
ORD-00172,CUST-1029,PROD-111,2024-03-07,2024-03-07 04:00:00,2,89.35,25,CANCELLED,Debit_Card,2024-03-07 05:22:00
ORD-00173,CUST-1039,PROD-119,2024-01-11,2024-01-11 08:00:00,5,144.47,25,CANCELLED,credit_card,2024-01-11 08:55:00
ORD-00174,CUST-1022,PROD-121,2024-03-05,2024-03-05 20:00:00,5,471.38,0,CANCELLED,Debit_Card,2024-03-05 20:48:00
ORD-00175,CUST-1099,PROD-118,2024-03-13,2024-03-13 01:00:00,1,49.79,25,SHIPPED,PayPal,2024-03-13 04:36:00
ORD-00176,CUST-1070,PROD-109,2024-03-14,2024-03-14 13:00:00,1,254.03,25,SHIPPED,bank_transfer,2024-03-14 15:43:00
ORD-00177,CUST-1008,PROD-105,2024-02-01,2024-02-01 21:00:00,3,232.23,25,DELIVERED,bank_transfer,2024-02-01 22:48:00
ORD-00178,CUST-1092,PROD-110,2024-03-02,2024-03-02 14:00:00,3,307.25,0,SHIPPED,bank_transfer,2024-03-02 14:57:00
ORD-00179,CUST-1060,PROD-103,2024-01-17,2024-01-17 11:00:00,5,62.02,0,SHIPPED,bank_transfer,2024-01-17 13:16:00
ORD-00180,CUST-1079,PROD-113,2024-02-01,2024-02-01 04:00:00,1,152.19,5,CONFIRMED,PayPal,2024-02-01 04:29:00
ORD-00181,CUST-1064,PROD-116,2024-02-11,2024-02-11 18:00:00,3,103.01,0,DELIVERED,bank_transfer,2024-02-11 21:09:00
ORD-00182,CUST-1059,PROD-107,2024-02-09,2024-02-09 15:00:00,1,473.15,10,CONFIRMED,Debit_Card,2024-02-09 15:10:00
ORD-00183,CUST-1087,PROD-115,2024-01-07,2024-01-07 01:00:00,4,302.77,25,SHIPPED,credit_card,2024-01-07 02:17:00
ORD-00184,CUST-1047,PROD-101,2024-01-14,2024-01-14 13:00:00,3,366.47,5,DELIVERED,credit_card,2024-01-14 13:39:00
ORD-00185,CUST-1050,PROD-116,2024-03-13,2024-03-13 17:00:00,3,281.07,0,DELIVERED,Debit_Card,2024-03-13 17:54:00
ORD-00186,CUST-1051,PROD-111,2024-03-20,2024-03-20 21:00:00,1,73.04,0,SHIPPED,Debit_Card,2024-03-20 23:41:00
ORD-00187,CUST-1006,PROD-101,2024-01-19,2024-01-19 06:00:00,5,206.67,0,CONFIRMED,Debit_Card,2024-01-19 08:39:00
